id,japanese,english,latin,category,region,testSet,explanation
pdf_kaibo6_7e23eb562c,前縦隔リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_4291e986ce,後縦隔リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_896a1e85a1,気管気管支リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_3d5f30c45f,上気管気管支リン,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c76371ec50,パ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5ae1e2952e,下気管気管支リン,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_af5160eee9,気管支肺リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_b7335d9262,肺内リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_83e32c9417,腹部のリンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_73a619228b,壁側リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_d7e5782ede,左腰リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_98e9c577bd,外側大動脈リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c2a7965ae6,大動脈前リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5623e3391b,大動脈後リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_a9dd01cfe6,中間腰リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_125facc1b3,大動,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_05fa7a8667,脈大静脈間リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_0a6fd72f24,右腰リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_55a2093cad,外側大静脈リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_1f4911055b,大静脈前リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c35efc9033,大静脈後リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_29fb184550,下横隔リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_44271d3df6,下腹壁リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_876e522820,臓側リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_72e65618ea,腹腔リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_cbc8f9c1ee,右胃リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_4d4a1325c0,左胃リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_179da052a1,噴門リンパ輪,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_ad2789a3b1,脾リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_849bafdeb0,左胃大網リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_42cc77af6d,右胃大網リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c80b8c65d2,幽門リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_11b594f09c,幽門後リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_7bec1d905e,幽門下リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_53884cb589,幽門上リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_0f3113dd39,膵リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_955d61b60d,上膵リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_68e875ab11,下膵リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_3e870b6564,膵十二指腸リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_0fa173f03a,上膵十二指腸リン,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5d620cbfd9,下膵十二指腸リン,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_8c462ebc41,肝リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_a87089ddcb,網嚢孔リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_e4b3d45761,胆嚢リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_00a9459a19,上腸間膜動脈リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_a5033871be,上腸間膜リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_6caa56c4a8,小腸傍リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_d1546c7932,中間腸間膜リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_9594593f9d,中心上腸間膜リン,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_ba3c56bfe2,上腸間膜リ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_e0c84bc524,回結腸リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5603691e4d,盲腸前リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_311e05d155,盲腸後リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_a33fe94059,虫垂リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5f20b0b437,結腸間膜リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_62cdb6a081,結腸傍リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_8f48671519,右結腸リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_03e428cc47,中結腸リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_2dcfd3d2e8,下腸間膜動脈リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_9acdb461a9,下腸間膜リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_3f9f9dafd4,左結腸リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_d38fec1f56,Ｓ状結腸リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_35d89f9cd1,上直腸リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_403510a6aa,骨盤のリンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_ed265d842f,総腸骨リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_fee58bb920,内側総腸骨リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5b3c88a262,中間総腸骨リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5eede13d90,外側総腸骨リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_42acaab306,大動脈下リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_e7dbb93e96,岬角リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_f540dc6c65,外腸骨リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c732628065,内側外腸骨リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_fbb0059f05,閉鎖リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_60a7b9ab0b,内側裂孔リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_9c3d07ef51,中間外腸骨リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_e4ead41c81,腸骨動脈間リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_ac25ed4c31,中間裂孔リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_ad1d389989,外側外腸骨リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_72a4fb427e,外側裂孔リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_dddb9b9cfe,内腸骨リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_10f9f70d7f,大殿リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_98b87fc211,上殿リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_1505475416,下殿リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_b56cf96b19,仙骨リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_12f5b4561b,膀胱傍リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_0c2301867f,膀胱前リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_68a8b76b4b,膀胱後リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_e45854a25a,外側膀胱リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_0d985723a1,子宮傍リンパ節♀,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_529b82b8fc,腟傍リンパ節♀,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_841d62ee13,直腸傍リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_21cb089ade,直腸リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_6f963daf98,下肢のリンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c673aa9a88,鼡径リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_a749d8a8d3,浅鼡径リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5a83fca0ce,上内側浅鼡径リ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_7eb9407f88,上外側浅鼡径リ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_dff32a2fde,下浅鼡径リンパ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c0ffc6dc9e,深鼡径リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_3fe880d5a7,近位リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_dddddbae12,中間リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c953048236,遠位リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c6ce41a2b8,膝窩リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_ede8637a73,浅膝窩リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c984b59640,深膝窩リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_33aa23a4a2,前脛骨リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_f0e52c4bcd,後脛骨リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_2251c20724,腓骨リンパ節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_2eb10e6601,脾臓,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5dbf134c4c,胃面,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_ebc14843f4,結腸面,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_7a19a8e2f8,前端,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_7f279a69d1,後端,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_532529b282,脾門,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_3baa830bae,脾柱,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_e85e4a4d94,脾髄,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c554fc297d,白脾髄,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_95a69da093,赤脾髄,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_fde737b392,脾洞,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_7884cc0f6a,筆毛動脈,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_167f6268e7,脾リンパ小節,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_3805947320,副脾,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_e1f85130f7,リンパ性咽頭輪,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5eaa95bf2d,扁桃,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_b87d9db305,脈管学の,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_e57c1120cc,結節．,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_948c529dee,Tawara田原結節．,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_99fc65bcd5,束．,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_497106f52c,線維．,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_b955a2d459,年にアメリカ心臓協会American,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_ff726a1cbf,Associationが虚血性心疾患の全国調査を行った際のレ,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_b87cb91c17,全般的には簡便でよい命名法といえる．,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_31ff3f1d28,BNAでは前・後下行枝,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_209f07ab6a,と呼ばれたが，PNAで前・後室間枝,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_27d59aeca2,と呼ばれた．我が国の解剖学用語では昭,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_cdfc402391,反回動脈．,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_ef49d8a20b,62までは最上胸動脈,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_ee8521a5e1,と呼ばれていたが，NA4から,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_21c55dc25a,に変更されたのに伴い，上胸動脈を併記した．,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_5691bfaa99,静脈．,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_369b87a61a,隔静脈と呼ぶ．,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo6_c8bc664898,従来の耳介後リンパ節に相当するので併記した．,,,vascular,general,pdf_reference_terms,kaibo6.pdf から追加した解剖学用語です。
pdf_kaibo7_6aad23d6b0,中枢神経系,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e603689cfd,末梢神経系,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6e2479baa7,神経線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_8c4bf4a274,神経細胞,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_53ded23167,核周部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_30107283b9,神経細胞形質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_dee1f1e427,神経接合部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_33e3c3ec25,神経膠細胞,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_4093406d26,灰白質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_97418d24ab,神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_19195d1662,脳神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_37c54afba4,起始核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d1e03d39ea,終止核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d3e927613d,白質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_74729e44be,神経索,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d4be002aa6,神経路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_022394a4c9,神経束,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_71f858bde3,交連,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_35acd9f46f,毛帯,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_8dbb54b876,連合線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_96e436212e,交連線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_893e40ba46,投射線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_9d4dd7b230,網様体,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0a35768503,上衣,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3e85dc4e18,脳室,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_500d1d0fd4,境界溝,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_88aeb51c2a,蓋板,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0ad1dac92e,翼板,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_88cacc909a,基板,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6ae7a2901f,底板,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5959dc356a,髄膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_fce1829fad,硬膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c1d4dcbdc9,柔膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_703e9c7947,広義の軟膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ec667c1243,モ膜と軟膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_9921c4f013,脳硬膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7b6bf41bc1,大脳鎌,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b28b297bd2,小脳テント,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_aa8cfa78c8,テント切痕,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a52b649873,小脳鎌,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f7ceb68e02,鞍隔膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5215359a39,三叉神経腔,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_427a088a9b,硬膜下腔,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3fad152577,硬膜上腔,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e03244cab3,脊髄硬膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f51afcbd8e,クモ膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a43a6ba70b,クモ膜下腔,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_fbec4e7950,脳脊髄液,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f5a5dac667,脳クモ膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b59a1b946a,クモ膜顆粒,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f636d96e22,クモ膜小柱,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b8b97c4cbe,クモ膜下槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_2eedbb2aaf,後小脳延髄槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7517db460f,外側小脳延髄槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_592c9d6a81,大脳外側窩槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_60662d5999,交叉槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b176239ea6,視交叉槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_cb320a48e3,脚間槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_93ae8733ed,迂回槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0609036b58,脳梁周囲槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_508ed4ecc3,脳梁,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_327b45217b,周槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_8e591c879b,橋小脳槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_fcfadc81e2,終板槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e7097f5a35,四丘体槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d1104f1229,大大脳,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
